id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only
12150,Grey Oaks Golf & Country Club,2400 Grey Oaks Dr N,Naples,FL,34105,,USA,Collier,239,12021,5345,,EST,Y,26.1873,26.188796,-81.7644,-81.7624086,(941) 262-5568,Y,N,18,Private,1993,Lloyd Clifton,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$80.00,$80 wknd,6 days,,,,,,,
12151,Hibiscus Golf Club,175 Doral Cir,Naples,FL,34113,,USA,Collier,239,12021,5345,,EST,Y,26.0716,26.1076218,-81.7361,-81.7402041,(941) 774-3559,N,Y,18,Semi-private,1969,N/A,Open all year,Open,No tank tops or cutoffs,$60.00,$60 wknd,7 days,,,,,,,
12152,"Hideout Golf Club, LTD",3025 Brantley Blvd,Naples,FL,34117,,USA,Collier,239,12021,5345,,EST,Y,26.1943,26.1848174,-81.5954,-81.6671849,(239) 352-4444,Y,Y,18,Private,2000,Kelly Moran,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$75.00,$65 wknd,Yes,,,,,,,
12153,High Point Country Club,1100 High Point Dr,Naples,FL,34103,,USA,Collier,239,12021,5345,,EST,Y,26.1906,26.18613,-81.8,-81.797147,(941) 261-4442,Y,Y,9,Semi-private,1972,David Wallace,Open all year,Open,No tank tops or cutoffs,$8.00 - $15.00,$15 wknd,7 days,,,,,,,
12154,Hole In the Wall Golf Club,3550 Goodlette Rd N,Naples,FL,34103,,USA,Collier,239,12021,5345,,EST,Y,26.1906,26.1890986,-81.8,-81.7916442,(941) 261-0756,Y,Y,18,Private,1957,Dick Wilson,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$65.00,$65 wknd,Yes,,,,,,,
12155,East Course at Imperial Golf Club,1808 Imperial Golf Course Blvd,Naples,FL,34110,,USA,Collier,239,12021,5345,,EST,Y,26.2955,26.2942668,-81.7913,-81.7802248,(941) 597-7186,Y,Y,36,Private,1974,Arthur Hills,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$65.00,,,,,,,,,
12157,Kensington Golf & Country Club,2700 Pine Ridge Rd,Naples,FL,34105,,USA,Collier,239,12021,5345,,EST,Y,26.1873,26.209273,-81.7644,-81.762986,(239) 649-0071,Y,Y,18,Private,1993,"Robert Trent Jones, Jr.",Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $100.00,$72 wknd,2 days,,,,,,,
12158,La Playa Country Club,333 Palm River Blvd,Naples,FL,34110,,USA,Collier,239,12021,5345,,EST,Y,26.2955,26.281218,-81.7913,-81.778021,(941) 597-6082,N,Y,18,Private,1959,Ernie Smith,Open all year,Only with a Member,"No denim, collared shirt and bermuda shorts required",$30.00 - $65.00,,,,,,,,,
12159,Lakewood Country Club,4235 Lakewood Blvd,Naples,FL,34112,,USA,Collier,239,12021,5345,,EST,Y,26.1178,26.1153939,-81.7361,-81.751386,(941) 775-0765,Y,Y,18,Private,1973,N/A,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$11.00 - $22.00,$100 wknd,5 days,,,,,,,
12160,Classics Course at Lely Flamingo Island Club,8004 Lely Resort Blvd,Naples,FL,34113,,USA,Collier,239,12021,5345,,EST,Y,26.0716,26.0896015,-81.7361,-81.6984924,(239) 793-2223,N,Y,54,Private,1990,Gary Player,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$140.00,,,,,,,,,
12162,Moorings Country Club,2500 Crayton Rd,Naples,FL,34103,,USA,Collier,239,12021,5345,,EST,Y,26.1906,26.17833,-81.8,-81.80408,(941) 261-1033,Y,N,18,Private,1962,Milton Link,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$20.00 - $35.00,$35 wknd,7 days,,,,,,,
12163,Naples Beach Hotel & Golf Club,851 Gulf Shore Blvd N,Naples,FL,34102,,USA,Collier,239,12021,5345,,EST,Y,26.3926,26.1560306,-81.5555,-81.8085863,(941) 261-2222,Y,Y,18,Resort,1920,N/A,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$58.00 - $120.00,$120 wknd,3 days,,,,,,,
12164,Naples Grande Golf Club,7760 Golden Gate Pkwy,Naples,FL,34105,,USA,Collier,239,12021,5345,,EST,Y,26.1873,26.1744182,-81.7644,-81.7595975,(239) 659-3700,Y,Y,18,Resort,1999,Rees Jones,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$175.00,,,,,,,,,
12165,Naples Heritage,8150 Heritage Club Way,Naples,FL,34112,,USA,Collier,239,12021,5345,,EST,Y,26.1178,26.1379836,-81.7361,-81.7039812,(239) 417-9990,Y,Y,18,Private,1996,N/A,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$35.00 - $70.00,$60 wknd,2 days,,,,,,,
12166,Naples Lakes Country Club,4784 Inverness Club Dr,Naples,FL,34112,,USA,Collier,239,12021,5345,,EST,Y,26.1178,26.1156945,-81.7361,-81.6919217,(941) 732-1011,Y,Y,18,Semi-private,1999,Arnold Palmer,Nov 1 to Apr 15,Open,"No denim, collared shirt required",$98.00,$98 wknd,Yes,,,,,,,
12167,Naples National Golf Club,9375 Collier Blvd,Naples,FL,34114,,USA,Collier,239,12021,5345,,EST,Y,26.0113,26.0619139,-81.5461,-81.699183,(239) 775-8911,Y,Y,18,Private,1993,Michael Hurdzan & Dana Fry,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$200.00,$125 wknd,Yes,,,,,,,
12168,Olde Florida Golf Club,9393 Vanderbilt Beach Rd,Naples,FL,34120,,USA,Collier,239,12021,5345,,EST,Y,26.3126,26.2440516,-81.5952,-81.6657582,(239) 353-7667,Y,N,18,Private,1992,Rees Jones,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$100.00,$100 wknd,Yes,,,,,,,
12169,Pelican Marsh Golf Club,1810 Persimmon Dr,Naples,FL,34109,,USA,Collier,239,12021,5345,,EST,Y,26.2282,26.252978,-81.7644,-81.781262,(941) 597-3000,Y,Y,18,Private,1994,Robert von Hagge,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$118.00,$75 wknd,3 days,,,,,,,
12170,Creek Course at Quail Creek Country Club,13300 Valewood Dr,Naples,FL,34119,,USA,Collier,239,12021,5345,,EST,Y,26.2623,26.2958581,-81.7193,-81.7312498,(941) 597-2900,Y,Y,36,Private,1982,Arthur Hills,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$80.00,,,,,,,,,
12171,Quail Run Golf Club,1 Forest Lakes Blvd,Naples,FL,34105,,USA,Collier,239,12021,5345,,EST,Y,26.1873,26.210063,-81.7644,-81.780473,(941) 261-3930,Y,Y,18,Private,1967,Walter Smith,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$20.00 - $40.00,$40 wknd,7 days,,,,,,,
12172,Quail Village Golf Club,11719 Quail Village Way,Naples,FL,34119,,USA,Collier,239,12021,5345,,EST,Y,26.2623,26.2809111,-81.7193,-81.7342602,(941) 598-9922,Y,Y,18,Private,1986,William Maddox,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$33.00 - $55.00,$55 wknd,3 days,,,,,,,
12173,Lakes Course at Quail West Golf & Country Club,5950 Burnham Rd,Naples,FL,34119,,USA,Collier,239,12021,5345,,EST,Y,26.2623,26.3168632,-81.7193,-81.7346052,(941) 592-1119,Y,Y,36,Private,1996,Arthur Hills,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
12174,Quality Inn & Suites Golf Resort,4100 Golden Gate Pkwy,Naples,FL,34116,,USA,Collier,239,12021,5345,,EST,Y,26.1905,26.183612,-81.711,-81.688867,(941) 455-9498,N,Y,18,Resort,1966,Joe Lee & Dick Wilson,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$65.00,$65 wknd,7 days,,,,,,,
12176,Royal Palm Country Club,400 Forest Hills Blvd,Naples,FL,34113,,USA,Collier,239,12021,5345,,EST,Y,26.0716,26.1005414,-81.7361,-81.7298232,(941) 775-1315,Y,Y,18,Private,1976,David Wallace,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$27.50 - $55.00,$55 wknd,2 days,,,,,,,
12177,Cypress Course at Royal Poinciana Golf Club,4001 Goodlette-Frank Rd,Naples,FL,34103,,USA,Collier,239,12021,5345,,EST,Y,26.1906,26.1948112,-81.8,-81.7918185,(941) 261-2558,Y,Y,36,Private,1970,David Wallace,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$60.00,,,,,,,,,
12178,Royal Wood Golf & Country Club,4300 Royal Wood Blvd,Naples,FL,34112,,USA,Collier,239,12021,5345,,EST,Y,26.1178,26.1113889,-81.7361,-81.7199268,(941) 774-5585,Y,Y,18,Private,1989,N/A,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$35.00,$35 wknd,7 days,,,,,,,
12179,Silver Lakes RV Resort & Golf Club,1001 Silver Lakes Blvd,Naples,FL,34114,,USA,Collier,239,12021,5345,,EST,Y,26.0113,26.0376179,-81.5461,-81.699668,(239) 775-2575,Y,Y,9,Resort,1996,Mark Kalmanek,Open all year,Closed,"Collared shirt, no other requirements",$15.00 - $30.00,,,,,,,,,
12180,Stonebridge Country Club,9901 Airport Rd S,Naples,FL,34109,,USA,Collier,239,12021,5345,,EST,Y,26.2282,26.2534059,-81.7644,-81.772929,(941) 594-5200,Y,Y,18,Private,1993,Gene Bates,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$16.00,$72 wknd,4 days,,,,,,,
12181,"Preserve/Savannah Course at Strand, The",5840 Strand Blvd,Naples,FL,34110,,USA,Collier,239,12021,5345,,EST,Y,26.2955,26.2926569,-81.7913,-81.746929,(239) 592-7710,Y,Y,27,Private,1999,N/A,Open all year,Reciprocal,No denim collared shirt and bermuda shorts required,$30.00,,,,,,,,,
12182,North Course at Tiburon Golf Club,2620 Tiburon Dr,Naples,FL,34109,,USA,Collier,239,12021,5345,,EST,Y,26.2282,26.247043,-81.7644,-81.76506,(239) 594-2040,Y,Y,27,Resort,1998,Greg Norman,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$200.00,,,,,,,,,
12183,TwinEagles Golf & Country Club,11725 Twineagles Blvd,Naples,FL,34120,,USA,Collier,239,12021,5345,,EST,Y,26.3126,26.2925323,-81.5952,-81.6309505,(239) 352-2121,Y,Y,18,Private,1999,Jack Nicklaus & Jack Nicklaus II,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $90.00,,,,,,,,,
12185,Vanderbilt Country Club,8254 Danbury Blvd,Naples,FL,34120,,USA,Collier,239,12021,5345,,EST,Y,26.3126,26.2496535,-81.5952,-81.680048,(239) 348-2663,Y,Y,18,Semi-private,1999,Gordon G. Lewis,Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$75.00,,,,,,,,,
12186,"North Course at Vineyards of Naples, The",400 Vineyards Blvd,Naples,FL,34119,,USA,Collier,239,12021,5345,,EST,Y,26.2623,26.228433,-81.7193,-81.731972,(239) 353-0505,Y,Y,36,Private,1988,Mark McCumber,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $85.00,,,,,,,,,
12187,Wilderness Country Club,101 Clubhouse Dr,Naples,FL,34105,,USA,Collier,239,12021,5345,,EST,Y,26.1873,26.1788829,-81.7644,-81.7853502,(941) 261-5505,Y,Y,18,Private,1974,Arthur Hills,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$75.00,,,,,,,,,
12188,Windstar on Naples Bay,1700 Windstar Blvd,Naples,FL,34112,,USA,Collier,239,12021,5345,,EST,Y,26.1178,26.1149191,-81.7361,-81.7816888,(239) 775-3500,Y,Y,18,Private,1981,Tom Fazio,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$37.50 - $75.00,,,,,,,,,
12189,Gold/Green Course at Wyndemere Country Club,700 Wyndemere Way,Naples,FL,34105,,USA,Collier,239,12021,5345,,EST,Y,26.1873,26.1893966,-81.7644,-81.7446424,(239) 263-1700,Y,Y,27,Private,1961,Arthur Hills,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$20.00,,,,,,,,,
12190,"Club at Hidden Creek, The",3070 PGA Blvd,Gulf Breeze-Harold,FL,32566,,USA,Santa Rosa,850,12113,6080,,CST,Y,30.5228,30.4383088,-86.8762,-86.9242821,(850) 939-4604,Y,Y,18,Semi-private,1988,Ron Garl,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$49.00,,,,,,,,,
12191,Fox Hollow Golf Club,10050 Robert Trent Jones Pkwy,New Port Richey,FL,34655,,USA,Pasco,727,12101,8280,,EST,Y,28.2318,28.176862,-82.5991,-82.648224,(727) 376-6333,Y,Y,18,Semi-private,1994,"Robert Trent Jones, Sr.",Open all year,Open,No tank tops or cutoffs,$70.00 - $85.00,$33 wknd,365 days,,,,,,,
12192,Gulf Harbour Golf Course,3720 Floramar Terrace,New Port Richey,FL,34652,,USA,Pasco,727,12101,8280,,EST,Y,28.2352,28.234633,-82.7347,-82.749936,(727) 849-7675,N,N,18,Semi-private,1970,N/A,Open all year,Open,Shirt and shoes required,$9.00,$9 wknd,Yes,,,,,,,
12193,Championship Course at Magnolia Valley Golf Club,7223 Massachusetts Ave,New Port Richey,FL,34653,,USA,Pasco,727,12101,8280,,EST,Y,28.2446,28.2587817,-82.6929,-82.6949032,(727) 847-2342,N,Y,27,Semi-private,1970,Phil Leckey,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$23.00,,,,,,,,,
12194,River Ridge Golf Club,7511 Bloomingdale Dr,New Port Richey,FL,34654,,USA,Pasco,727,12101,8280,,EST,Y,28.3009,28.265879,-82.6082,-82.637601,(727) 847-4762,N,Y,18,Semi-private,1981,N/A,Open all year,Open,Shirt and shoes required,$12.00 - $24.00,$9 wknd,Yes,,,,,,,
12195,Championship Course at Seven Springs Country Club,3535 Trophy Blvd,New Port Richey,FL,34655,,USA,Pasco,727,12101,8280,,EST,Y,28.2318,28.211009,-82.5991,-82.658648,(727) 376-0035,Y,Y,36,Semi-private,1970,Ron Garl,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$22.50 - $45.00,,,,,,,,,
12199,Blue/White Course at Sugar Mill Country Club,100 Club House Cir,New Smyrna Beach,FL,32168,,USA,Volusia,386,12127,2020,,EST,Y,28.9806,29.0439592,-81.0592,-80.9828517,(800) 870-5552,Y,Y,27,Private,1970,Joe Lee,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$43.00 - $85.00,,,,,,,,,
12200,Turnbull Bay Golf Course,2600 Turnbull Estates Dr,New Smyrna Beach,FL,32168,,USA,Volusia,386,12127,2020,,EST,Y,28.9806,29.060606,-81.0592,-80.972019,(386) 427-8727,N,Y,18,Semi-private,1995,Gary Wintz,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$48.00,,,,,,,,,
12201,Lake/Marsh Course at Bluewater Bay Resort,1950 Bluewater Blvd,Niceville,FL,32578,,USA,Okaloosa,850,12091,2750,,CST,Y,30.4944,30.48247,-86.0572,-86.43141,(850) 897-3241,Y,N,36,Private,1981,Tom Fazio,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$42.00 - $69.00,,,,,,,,,
12202,Eagle Course at Eglin AFB Golf Course,1527 Fairway Dr,Niceville,FL,32578,,USA,Okaloosa,850,12091,2750,,CST,Y,30.4944,30.5272454,-86.0572,-86.4925872,(850) 882-2949,Y,Y,36,Private,0,N/A,Open all year,Only with a Member,No tank tops or cutoffs,$23.00,,,,,,,,,
12203,Rocky Bayou Country Club,600 Golf Course Dr,Niceville,FL,32578,,USA,Okaloosa,850,12091,2750,,CST,Y,30.4944,30.527895,-86.0572,-86.4444944,(850) 678-3271,N,N,18,Private,1972,Bill Amick,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$11.00 - $22.00,$22 wknd,5 days,,,,,,,
12204,Calusa Lakes Golf Club,1995 Calusa Lakes Blvd,Nokomis,FL,34275,,USA,Sarasota,941,12115,7510,,EST,Y,27.166,27.1554114,-82.412,-82.4445817,(941) 484-8995,N,Y,18,Semi-private,1991,Ted McAnlis,Open all year,Open,No tank tops or cutoffs,$28.00 - $55.00,,,,,,,,,
12206,California Golf Club,20898 San Simeon Way,Miami,FL,33179,,USA,Miami-Dade,305,12086,,5000,EST,Y,25.9585,25.965406,-80.18,-80.194083,(305) 651-3590,Y,Y,18,Semi-private,1980,Charles Mahannah,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$35.00 - $40.00,,,,,,,,,
12207,Presidential Country Club,19600 Presidential Way,Miami,FL,33179,,USA,Miami-Dade,305,12086,,5000,EST,Y,25.9585,25.9564575,-80.18,-80.1679275,(305) 935-7500,Y,Y,18,Private,1962,Tom Fazio,Open all year,Reciprocal,No tank tops or cutoffs,$65.00,$65 wknd,14 days,,,,,,,
12208,Williams Island Country Club,750 NE 195th St,North Miami Beach,FL,33179,,USA,Miami-Dade,305,12086,,5000,EST,Y,25.9585,25.954781,-80.18,-80.1860389,(305) 652-4741,Y,N,18,Private,1966,Charles Mahannah,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$50.00 - $75.00,,,,,,,,,
12210,Lost Tree Club,Lost Tree Way,North Palm Beach,FL,33408,,USA,Palm Beach,561,12099,8960,,EST,Y,26.8566,26.8472144,-80.0556,-80.0531644,(561) 626-1400,Y,Y,18,Private,1964,Mark Mahannah,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$75.00,$75 wknd,3 days,,,,,,,
12211,North Palm Beach Country Club,951 U.S. 1,North Palm Beach,FL,33408,,USA,Palm Beach,561,12099,8960,,EST,Y,26.8566,26.826769,-80.0556,-80.0619961,(561) 691-3433,Y,Y,18,Semi-private,1950,Seth Raynor,Open all year,Open,No tank tops or cutoffs,$33.00 - $54.00,$54 wknd,1 days,,,,,,,
12214,Heron Creek Golf & Country Club,5303 Heron Creek Blvd,North Port,FL,34287,,USA,Sarasota,941,12115,7510,,EST,Y,27.0917,27.0597679,-82.1132,-82.2202208,(941) 423-6955,Y,Y,18,Semi-private,1999,Arthur Hills,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$30.00 - $65.00,$65 wknd,Yes,,,,,,,
12217,Country Club of Ocala,6823 SE 12th Cir,Ocala,FL,34480,,USA,Marion,352,12083,5790,,EST,Y,29.1192,29.1145564,-82.092,-82.1266193,(352) 237-6644,Y,Y,18,Private,1994,Steve Nugent,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$9.00 - $15.00,,,,,,,,,
12218,Country Club of Silver Springs Shores,565 Silver Rd,Ocala,FL,34472,,USA,Marion,352,12083,5790,,EST,Y,29.1101,29.1069443,-81.9816,-82.0035169,(352) 687-2828,Y,Y,18,Semi-private,1970,Desmond Muirhead,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$30.00 - $35.00,$35 wknd,7 days,,,,,,,
12219,Golden Hills Golf & Turf Club,4782 NW 80th Ave,Ocala,FL,34482,,USA,Marion,352,12083,5790,,EST,Y,29.2513,29.2366537,-82.2982,-82.2511336,(352) 629-7980,N,Y,18,Semi-private,1964,Charles Pace & Lee Popple,Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",,,Yes,,,,,,,
12220,Golden Ocala Golf & Equestrian Club,8300 NW 31st Lane Rd,Ocala,FL,34482,,USA,Marion,352,12083,5790,,EST,Y,29.2513,29.219937,-82.2982,-82.263847,(352) 671-3933,N,Y,18,Private,1986,Ron Garl,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$150.00,,,,,,,,,
12221,Huntington Golf Club,14525 Marion Oaks Manor,Ocala,FL,34473,,USA,Marion,352,12083,5790,,EST,Y,28.9999,28.9965595,-82.2248,-82.18774,(352) 347-3333,N,Y,18,Semi-private,1988,N/A,Open all year,Open,No tank tops or cutoffs,$21.00,$21 wknd,2 days,,,,,,,
12222,Lake Diamond Golf & Country Club,16 Golf View Dr,Ocala,FL,34472,,USA,Marion,352,12083,5790,,EST,Y,29.1101,29.128366,-81.9816,-82.015973,(352) 687-1019,Y,Y,18,Semi-private,1998,Miles Christian Anderson,Open all year,Open,"No denim, collared shirt required",$21.00 - $34.00,$35 wknd,7 days,,,,,,,
12223,Marion Oaks Country Club,430 Marion Oaks Golf Way,Ocala,FL,34473,,USA,Marion,352,12083,5790,,EST,Y,28.9999,28.984575,-82.2248,-82.193072,(352) 347-1271,N,Y,18,Semi-private,1974,John Denton,Open all year,Open,No tank tops or cutoffs,$25.00,$25 wknd,5 days,,,,,,,
12226,Ocala Palms Golf Club,5174 NW 26 St,Ocala,FL,34482,,USA,Marion,352,12083,5790,,EST,Y,29.2513,29.211839,-82.2982,-82.206681,(352) 732-4653,Y,Y,18,Semi-private,1996,N/A,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$20.00 - $35.00,$35 wknd,4 days,,,,,,,
12227,Links Course at On Top of the World,8700 SW 99th Street Rd,Ocala,FL,34481,,USA,Marion,352,12083,5790,,EST,Y,29.148,29.0809408,-82.2993,-82.2660273,(352) 854-8430,Y,Y,36,Private,0,Ken Colen,Open all year,Closed,No tank tops or cutoffs,$16.96 - $20.14,,,,,,,,,
12229,Rolling Greens Executive Golf Course,1415 W Gleneagles Rd,Ocala,FL,34472,,USA,Marion,352,12083,5790,,EST,Y,29.1101,29.1703013,-81.9816,-82.0387762,(352) 624-0511,N,N,18,Semi-private,1970,N/A,Open all year (closed on Mondays),Open,No tank tops or cutoffs,$7.50 - $10.00,$10 wknd,Yes,,,,,,,
12230,Royal Oaks at Oak Run Country Club,11220 SW 69th Cir,Ocala,FL,34476,,USA,Marion,352,12083,5790,,EST,Y,29.0737,29.0620995,-82.2005,-82.2346256,(352) 861-1818,Y,Y,18,Semi-private,1997,Terry LaGree,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$15.00 - $20.00,$35 wknd,4 days,,,,,,,
12231,Summer Glen Country Club,15607 SW 13th Cir,Ocala,FL,34473,,USA,Marion,352,12083,5790,,EST,Y,28.9999,28.9969554,-82.2248,-82.1553428,(352) 307-1766,Y,Y,18,Private,2000,Karl Litten & Lorrie Viola,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$25.00,,,,,,,,,
12234,"Forest Course at Eagles Golf Club, The",16101 9 Eagles Dr,Odessa,FL,33556,,USA,Hillsborough,813,12057,8280,,EST,Y,28.1312,28.102421,-82.6009,-82.640469,(813) 920-6681,N,Y,36,Semi-private,1995,Ron Garl,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$35.00 - $45.00,,,,,,,,,
12236,Blue Cypress Golf & RV Resort,13801 U.S. 441,Okeechobee,FL,34974,,USA,Okeechobee,863,12093,,,EST,Y,27.1106,27.1265226,-81.0725,-80.6816821,(863) 467-9559,N,N,9,Semi-private,0,N/A,Open all year,Open,No dress code,$10.00,$10 wknd,Yes,,,,,,,
12237,Blue Heron Golf & Country Club,1925 SE 9th Ave,Okeechobee,FL,34974,,USA,Okeechobee,863,12093,,,EST,Y,27.1106,27.226283,-81.0725,-80.816705,(863) 467-2222,N,Y,18,Semi-private,1991,"M. Collins, E. Brown & M. McMaster",Open all year,Open,"No denim, collared shirt and bermuda shorts required",$19.00  - $27.00,$27 wknd,3 days,,,,,,,
12238,KOA Fairways Golf Course,4276 Us Highway 441 S,Okeechobee,FL,34974,,USA,Okeechobee,863,12093,,,EST,Y,27.1106,27.204987,-81.0725,-80.824874,(863) 763-0231,Y,N,9,Semi-private,1972,N/A,Open all year,Open,No dress code,$10.00,$10 wknd,2 days,,,,,,,
12239,Okeechobee Golf & Country Club,405 NE 131st Ln,Okeechobee,FL,34972,,USA,Okeechobee,863,12093,,,EST,Y,27.4513,27.367992,-80.9004,-80.823586,(863) 763-6228,Y,Y,18,Semi-private,1965,Mark Mahannah,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$26.00 - $34.00,$28 wknd,2 days,,,,,,,
12240,North Course at East Lake Woodlands Golf & Country Club,1055 E Lake Woodlands Pkwy,Oldsmar,FL,34677,,USA,Pinellas,813,12103,8280,,EST,Y,28.0557,28.0637848,-82.6782,-82.6839856,(727) 784-7270,Y,Y,36,Private,1979,Bruce Devlin & Robert von Hagge,Open all year,Only with a Member,"No denim, collared shirt and bermuda shorts required",$50.00 - $60.00,,,,,,,,,
12242,Eagle Harbor Golf Club,2217 Eagle Harbor Pkwy,Orange Park,FL,32003,,USA,Clay,904,12019,3600,,EST,Y,30.107,30.1122611,-81.7167,-81.7285787,(904) 269-9300,Y,Y,18,Semi-private,1994,Clyde Johnston,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$28.00 - $46.50,$47 wknd,4 days,,,,,,,
12243,Orange Park Country Club,2525 Country Club Blvd,Orange Park,FL,32073,,USA,Clay,904,12019,3600,,EST,Y,30.17,30.1704132,-81.7601,-81.7670186,(904) 276-7664,Y,N,18,Private,1989,Bobby Miller,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$20.33 - $50.83,$22 wknd,4 days,,,,,,,
12244,"Championship Course at Bay Hill Club & Lodge, The",9000 Bay Hill Blvd,Orlando,FL,32819,,USA,Orange,407,12095,5960,,EST,Y,28.4565,28.462429,-81.4676,-81.50488,(407) 876-2429,Y,Y,27,Private,1961,Dick Wilson,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
12246,The International Course at ChampionsGate Golf Resort,1400 Masters Blvd,Kissimmee,FL,33837,,USA,Polk,863,12105,3980,,EST,Y,28.1932,28.265456,-81.6047,-81.625705,(888) 558-9301,Y,Y,36,Private,2000,Greg Norman,Open all year,Open,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
12247,"Country Club of Orlando, The",1601 Country Club Dr,Orlando,FL,32804,,USA,Orange,407,12095,5960,,EST,Y,28.5768,28.560759,-81.397,-81.403556,(407) 425-2319,Y,Y,18,Private,1918,Donald Ross,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$25.00 - $50.00,,,,,,,,,
12253,Fairways Country Club,14205 E Colonial Dr,Orlando,FL,32826,,USA,Orange,407,12095,5960,,EST,Y,28.588,28.5654832,-81.1893,-81.17361,(407) 282-7535,N,Y,18,Semi-private,1972,Bill Amick,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$16.00 - $26.00,$26 wknd,1 days,,,,,,,
12254,Faldo Golf Institute by Marriot,12001 Avenida Verde,Orlando,FL,32821,,USA,Orange,407,12095,5960,,EST,Y,28.3794,28.400869,-81.4714,-81.453064,(407) 238-7677,N,Y,9,Private,1997,Ron Garl,Open all year,Open,No tank tops or cutoffs,$45.00,$70 wknd,30 days,,,,,,,
12255,East/North Course at Grand Cypress Resort,1 N Jacaranda St,Orlando,FL,32836,,USA,Orange,407,12095,5960,,EST,Y,28.4196,28.4014359,-81.525,-81.5272324,(407) 239-4700,Y,Y,45,Private,1984,Jack Nicklaus,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$175.00 - $225.00,,,,,,,,,
12257,Hawk's Landing Golf Club,8701 World Center Dr,Orlando,FL,32821,,USA,Orange,407,12095,5960,,EST,Y,28.3794,28.3601925,-81.4714,-81.5071821,(407) 238-8660,N,Y,18,Private,1986,Joe Lee,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$85.00 - $145.00,$145 wknd,30 days,,,,,,,
