id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
7839,Rossmere Golf & Country Club,925 Watt St,Winnipeg,MB,R2K 0K7,,CANADA,,204,,,,CST,U,49.9234,49.9282827,-97.0849,-97.087311,(204) 988-1540,Y,Y,18,Semi-private,1960,Norman H. Woods,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$25.00 - $35.00,,,,,,,,,,
7841,Assiniboine Golf Club,2045 Ness Ave,Winnipeg,MB,R3J 0Z1,,CANADA,,204,,,,CST,U,49.8807,49.8846505,-97.2392,-97.2301233,(204) 988-9313,Y,Y,9,Semi-private,1917,,Apr 15 to Oct 31,Open,No tank tops or cutoffs,$13.50 - $22,,,,https://www.golfpass.com/travel-advisor/xgo/26914,,,,,,
7842,Southwood Country Club,100 Markham Rd,Winnipeg,MB,R3T 5V2,,CANADA,,204,,,,CST,U,49.8146,49.8080059,-97.1728,-97.1568271,(204) 269-7315,Y,Y,18,Private,1923,"Willie Park, Jr.",May 1 to Oct 15,Reciprocal,No tank tops or cutoffs,$35.00 - $35.00,,,,https://www.golfpass.com/travel-advisor/xgo/26929,,,,,,
7843,St. Boniface Golf Club,100 Rue Youville,Winnipeg,MB,R2H 2S1,,CANADA,,204,,,,CST,U,49.8783,49.8738714,-97.1211,-97.1068151,(204) 233-4276,N,N,18,Semi-private,1929,,Apr 15 to Oct 15,Open,"Collared shirt, no cutoffs, denim OK",$18.00 - $32.00,,,,https://www.golfpass.com/travel-advisor/xgo/26930,,,,,,
7844,Bel Acres Golf & Country Club,Rural Route 2,Winnipeg,MB,R3C 2E6,,CANADA,,204,,,,CST,U,49.88,49.9566565,-97.1556,-97.2123767,(204) 632-8337,Y,Y,18,Semi-private,1963,,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$15 - $28,,,,https://www.golfpass.com/travel-advisor/xgo/26915,,,,,,
7845,St. Charles Country Club (North/West Course at St. Charles Country Club),100 Country Club Blvd,Winnipeg,MB,R3K 1X4,,CANADA,,204,,,,CST,U,49.8728,49.8710563,-97.3101,-97.2850497,(204) 889-4444,Y,Y,27,Private,1897,Alister Mackenzie,Apr 15 to Oct 15,Reciprocal,"No denim, collared shirt and bermuda shorts required",$30.00 - $50.00,,,,,,,,,,
7846,Niakwa Country Club,620 Niakwa Rd,Winnipeg,MB,,,CANADA,,,,,,,U,,49.854891,,-97.096009,(204) 256-7326,Y,Y,18,Private,1923,Stanley Thompson,Apr 15 to Oct 15,Reciprocal,"No denim, collared shirt and bermuda shorts required",$45.00 - $45.00,,,,https://www.golfpass.com/travel-advisor/xgo/26924,,,,,,
7847,Trancona Golf Club,2120 Dugald Rd,Winnipeg,MB,R2C 3G7,,CANADA,,204,,,,CST,U,49.8879,49.8854058,-96.9806,-97.0224379,(204) 222-6171,N,Y,18,Semi-private,1930,,Apr 1 to Nov 1,Open,"Collared shirt, no cutoffs, denim OK",$22.00 - $24.00,,,,,,,,,,
7849,Pine Ridge Golf & Country Club,Rural Route # 5,Springfield,MB,R2C 2Z2,,CANADA,,204,,,,CST,U,49.8879,49.9130131,-96.9806,-96.9790016,(204) 222-1573,Y,N,18,Private,1912,Donald Ross,May 1 to Oct 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$125.00 - $125.00,,,,https://www.golfpass.com/travel-advisor/xgo/27971,,,,,,
7850,Players Course,2695 Inkster Blvd,Winnipeg,MB,R0C 3A0,,CANADA,,204,,,,CST,U,50.6335,49.9473234,-96.9867,-97.2439801,(204) 697-4976,N,Y,9,Semi-private,1994,Wayne Babych,May 1 to Nov 1,Open,No dress code,$13.00 - $26.00,,,"Situated along the banks of Lake Marion, Wyboo Plantation in Santee is part of an upscale, gated community. The lake merges with a canal that leads to Lake Moultrie. The Player Course is routed through the different neighborhoods and it is joined by the Wyboo Golf Club in the adjacent community of Deercreek Plantation. The 18-hole golf course stretches to just over 6,900 yards from the back tees. It is a great course for long hitters but it also forces golfers to employ creative strategies on each hole. The layout is tight in some spots and thanks to the interconnected lakes, water hazards come into play on several holes. It is a golf course that will make you think but at the same time it is playable for a range of different skill levels.",https://www.golfpass.com/travel-advisor/xgo/12253,,,,,,
7851,Wildewood Club,761 N Dr,Winnipeg,MB,R3T 0A3,,CANADA,,204,,,,CST,U,49.8146,49.8487555,-97.1728,-97.143783,(204) 284-7385,Y,Y,9,Semi-private,0,,Apr 25 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$15.00 - $25.00,,,,https://www.golfpass.com/travel-advisor/xgo/26939,,,,,,
7854,Charleswood Golf Club,310 Haney St,Winnipeg,MB,R3R 0Y6,,CANADA,,,,,,,U,,49.8566544,,-97.2659188,(204) 888-0484,N,Y,9,Semi-private,1930,,May 1 to Oct 30,Open,No tank tops or cutoffs,$13 - $21,,,,,,,,,,
7856,Elmhurst Golf & Country Club,Rural Route 5,Springfield,MB,R2C 2Z2,,CANADA,,204,,,,CST,U,49.8879,49.9130131,-96.9806,-96.9790016,(204) 222-5511,Y,Y,18,Private,1914,Donald Ross,Apr 15 to Oct 25,Reciprocal,"No denim, collared shirt and bermuda shorts required",$32 ,,,,https://www.golfpass.com/travel-advisor/xgo/26917,,,,,,
7857,Amherst Golf Club,John Black Rd,Amherst,NS,B4H 4R6,,CANADA,,902,,,,EST+1,U,45.8158,45.8373095,-64.2341,-64.1703362,(902) 667-8730,N,Y,18,Semi-private,1980,,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$20 - $38,$25 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/7034,,,,,,
7858,Annapolis Royal Golf & Country Club,Allan's River Rural Route #101,Annapolis Royal,NS,B0S 1A0,,CANADA,,902,,,,EST+1,U,44.7498,44.741562,-65.5172,-65.512688,(902) 532-2064,Y,Y,18,Semi-private,1927,,Apr 1 to Oct 15,Open,"Collared shirt, no cutoffs, denim OK",$30 ,,,,https://www.golfpass.com/travel-advisor/xgo/29143,,,,,,
7859,Antigonish Golf & Country Club,87 Cloverville Rd,Antigonish,NS,B2G 2L7,,CANADA,,902,,,,EST+1,U,45.5829,45.6417774,-61.9162,-61.9913575,(902) 863-4797,Y,Y,18,Semi-private,1991,,May 1 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$25 - $40,,,,https://www.golfpass.com/travel-advisor/xgo/27018,,,,,,
7862,Granite Springs Golf Club,4441 Prospect Rd,Halifax,NS,B3Z 1L4,,CANADA,,902,,,,EST+1,U,44.6962,44.5319915,-63.8284,-63.8013259,(902) 852-4653,Y,Y,18,Semi-private,1991,,May 1 to Nov 15,Open,"No denim, collared shirt and bermuda shorts required",$30.00 - $55.00,,,,https://www.golfpass.com/travel-advisor/xgo/27021,,,,,,
7863,Eden Golf & Country Club,Route 201,Bridgetown,NS,B0S 1C0,,CANADA,,902,,,,EST+1,U,44.8501,44.8341124,-65.2993,-65.2743723,(902) 665-4257,Y,Y,18,Semi-private,1940,,Apr 1 to Oct 31,Open,No tank tops or cutoffs,$18 - $33,,,,https://www.golfpass.com/travel-advisor/xgo/27085,,,,,,
7864,Osprey Ridge Golf Club,270 Harold Whynot Rd,Lunenburg,NS,B4V 2W6,,CANADA,,902,,,,EST+1,U,44.3828,44.3986225,-64.5166,-64.5223771,(902) 543-6666,Y,Y,18,Semi-private,1998,Graham Cooke,Apr 14 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$49.00 - $49.00,,,,https://www.golfpass.com/travel-advisor/xgo/27025,,,,,,
7868,Chester Golf Club,Golf Club Rd,Chester,NS,B0J 1J0,,CANADA,,902,,,,EST+1,U,44.5508,44.6242635,-64.2504,-64.2121816,(902) 275-4543,Y,Y,18,Semi-private,1927,,Apr 14 to Nov 15,Open,"Collared shirt, no cutoffs, denim OK",$22 - $35,$24 wknd,2 days,,https://www.golfpass.com/travel-advisor/xgo/12160,,,,,,
7870,Clare Golf & Country Club,Mark Melanson Rd,Clare,NS,B0W 1Z0,,CANADA,,902,,,,EST+1,U,44.3009,44.288072,-66.1168,-66.1047137,(902) 769-2124,Y,Y,18,Semi-private,1966,,Apr 14 to Oct 31,Open,"Collared shirt, no cutoffs, denim OK",$27 - $32,,,,https://www.golfpass.com/travel-advisor/xgo/27033,,,,,,
7871,Shelburne Golf & Country Club,310 Port Cyde Rd,Clyde River,NS,B0W 1R0,,CANADA,,902,,,,EST+1,U,43.6326,43.7378201,-65.4839,-65.5234186,(902) 637-2415,N,Y,13,Semi-private,1960,,May 1 to Oct 31,Open,No tank tops or cutoffs,$16.00 - $27.00,,,,https://www.golfpass.com/travel-advisor/xgo/27846,,,,,,
7872,Springhill Centennial Golf & Country Club,Pleasant Valley Rd,Collingwood Corner,NS,B0M 1E0,,CANADA,,902,,,,EST+1,U,45.6159,45.6167538,-63.9332,-63.8948561,(902) 686-3870,N,Y,9,Semi-private,1967,,May 1 to Oct 14,Open,No tank tops or cutoffs,$13.50 - $25.00,,,,,,,,,,
7873,Bright wood Golf & Country Club,227 School St,Halifax,NS,B3A 1Z8,,CANADA,,902,,,,EST+1,U,44.6817,44.6750565,-63.5895,-63.572336,(902) 466-7688,Y,Y,18,Semi-private,1919,,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$65 ,,,,,,,,,,
7874,"Pines Resort Golf Course, The",Mt Pleasant Rd,Digby,NS,B0V 1A0,,CANADA,,902,,,,EST+1,U,44.617,44.6304324,-65.784,-65.7677413,(902) 245-4104,Y,Y,18,Resort,1932,,May 1 to Nov 1,Open,No tank tops or cutoffs,$22.00 - $40.00,,,"The lesser known of the two 18-hole courses at the Seaview is the Pines Course. It originally started as a nine-hole course but another nine-hole course was added later and the two courses were eventually combined to form the Pines Course. The course has a par of 71 and it is 6,731 yards from the back tees.Seaview's Pine Course doesn't provide scenic views but it does offer a good game. Some even prefer the Pines course because of its quiet location behind the resort's hotel and also because of its more challenging features. The golf course has tight fairways lined with trees, medium-sized greens that are undulating, and strategically placed bunkers.",https://www.golfpass.com/travel-advisor/xgo/16433,,,,,,
7876,Oakfield Golf & Country Club,Hwy 102,Grand Lake,NS,,,CANADA,,,,,,,U,,,,,(902) 861-2658,N,N,18,Semi-private,0,,,Only with a Member,Shirt and shoes required,,,,,https://www.golfpass.com/travel-advisor/xgo/27039,,,,,,
7877,Belmont Resort & Golf Club,Ferry Rd,Guysborough,NS,B0H 1N0,,CANADA,,902,,,,EST+1,U,45.384,45.4017148,-61.5005,-61.5028583,(902) 533-3904,Y,Y,9,Resort,1969,,May 1 to Oct 31,Open,No tank tops or cutoffs,$20 - $27,,,,,,,,,,
7879,Pin Hi Golf Course,1655 Hammonds Plains Rd,Halifax,NS,B4B 1P5,,CANADA,,902,,,,EST+1,U,44.7203,44.7325444,-63.7153,-63.7603446,(902) 835-2307,Y,Y,9,Semi-private,1962,,May 1 to Oct 31,Open,"Collared shirt, no cutoffs, denim OK",$14.00 - $25.00,,,,,,,,,,
7884,Paragon Golf & Country Club,368 Brookfield Rural Route1,Kingston,NS,B0P 1R0,,CANADA,,902,,,,EST+1,U,44.9824,44.8487956,-64.9496,-64.9914689,(902) 765-2554,Y,Y,18,Semi-private,1962,,Apr 1 to Oct 31,Open,No tank tops or cutoffs,$35.00 - $35.00,,,,https://www.golfpass.com/travel-advisor/xgo/27056,,,,,,
7885,Liverpool Golf & Country Club,Hwy 103,Liverpool,NS,B0T 1K0,,CANADA,,902,,,,EST+1,U,44.0339,44.0294328,-64.7174,-64.6962792,(902) 683-2485,Y,Y,9,Semi-private,1930,Donald Ross,Apr 1 to Nov 15,Open,"Collared shirt, no cutoffs, denim OK",$20.00 - $30.00,,,,https://www.golfpass.com/travel-advisor/xgo/9491,,,,,,
7886,Bluenose Golf Club,Kaulback Head,Lunenburg,NS,B0J 2C0,,CANADA,,902,,,,EST+1,U,44.3836,44.3769444,-64.3174,-64.3188889,(902) 634-4260,N,Y,9,Semi-private,1933,,Apr 15 to Oct 31,Open,No tank tops or cutoffs,$25 - $40,,,,https://www.golfpass.com/travel-advisor/xgo/27057,,,,,,
7887,River Oaks Golf Club (Main Course at River Oaks Golf Club),"Meaghers Grant Po, 5055 Hwy 357",Meaghers Grant,NS,B0N 1V0,,CANADA,,902,,,,EST+1,U,45.0499,44.9571781,-63.15,-63.2411133,(902) 384-2033,Y,Y,27,Semi-private,1986,Merlin Ken,May 1 to Oct 31,Open,"Collared shirt, no cutoffs, denim OK",$35.00 - $38.00,,,,,,,,,,
7889,Abercrombie Golf Club,Abercrombie Rural Route 3 Station Main,New Glasgow,NS,B2H 5E7,,CANADA,,902,,,,EST+1,U,45.5841,45.5855846,-62.6493,-62.6527241,(902) 755-4653,N,Y,18,Semi-private,1927,,May 1 to Oct 21,Open,"No denim, collared shirt and bermuda shorts required",$38 ,,,,https://www.golfpass.com/travel-advisor/xgo/27061,,,,,,
7890,Ken-Wo Country Club,9514 Commercial St,"Kings, Subd. C",NS,B4N 3E9,,CANADA,,902,,,,EST+1,U,45.0921,45.0745191,-64.4988,-64.4298959,(902) 681-5388,Y,Y,18,Semi-private,1921,,Apr 14 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$37.00 - $37.00,,,,https://www.golfpass.com/travel-advisor/xgo/27088,,,,,,
7892,Seaview Golf & Country Club,Seaview Dr,Cape Breton,NS,B2A 3M1,,CANADA,,902,,,,EST+1,U,46.2175,46.1894499,-60.2501,-60.2726505,(902) 794-4111,Y,Y,18,Semi-private,1950,,May 1 to Oct 31,Open,No tank tops or cutoffs,$35.00 - $35.00,,,Previously known as Northside Golf & Country Club.,https://www.golfpass.com/travel-advisor/xgo/27065,,,,,,
7893,Parrsboro Golf Club,Green Hill Rd,Parrsboro,NS,B0M 1S0,,CANADA,,902,,,,EST+1,U,45.4005,45.3872707,-64.3327,-63.8479248,(902) 254-2733,Y,Y,9,Semi-private,1929,,May 1 to Nov 1,Open,"Collared shirt, no cutoffs, denim OK",$20.00 - $20.00,,,,https://www.golfpass.com/travel-advisor/xgo/27066,,,,,,
7894,Pictou Golf & Country Club,320 Beeches Rd,Pictou,NS,B0K 1H0,,CANADA,,902,,,,EST+1,U,45.6838,45.6863141,-62.7157,-62.6895257,(902) 485-4435,N,Y,9,Semi-private,1921,,Apr 14 to Oct 14,Open,No tank tops or cutoffs,$12.00 - $18.00,,,,,,,,,,
7895,Northumberland Links,1776 Gulf Shore Rd,"Cumberland, Subd. D",NS,B0K 1L0,,CANADA,,902,,,,EST+1,U,45.8509,45.8542322,-63.6664,-63.6593032,(902) 243-2808,N,Y,18,Semi-private,1990,,May 1 to Oct 31,Open,No tank tops or cutoffs,$15.00 - $38.00,,,,https://www.golfpass.com/travel-advisor/xgo/27069,,,,,,
7896,Hartlen Point Forces Golf Club,Hartlen Point Forces Golf Club,Halifax,NS,B0J 3A0,,CANADA,,902,,,,EST+1,U,44.6333,44.5992309,-63.5002,-63.4506217,(902) 465-3038,Y,Y,18,Military,1965,,May 1 to Oct 31,Open,No tank tops or cutoffs,$40.00 - $40.00,,,,https://www.golfpass.com/travel-advisor/xgo/27071,,,,,,
7897,Lingan Golf & Country Club,125 Grand Lake Rd,Sydney,NS,B1P 6J9,,CANADA,,902,,,,EST+1,U,46.1442,46.1472851,-60.1892,-60.1435277,(902) 562-1112,N,Y,18,Semi-private,1913,Stanley Thompson,May 1 to Nov 1,Open,"No denim, collared shirt and bermuda shorts required",$42.00 - $42.00,,,,https://www.golfpass.com/travel-advisor/xgo/27075,,,,,,
7898,Sunrise Beach Golf Country Club (Par 3 Course at Sunrise Beach Golf Country Club),Nova Scotia 6 Trunk,Amherst,NS,B0K 1V0,,CANADA,,902,,,,EST+1,U,45.7168,45.8107947,-63.3006,-63.4872441,(902) 657-2666,N,Y,18,Semi-private,1994,,Apr 27 to Oct 31,Open,No dress code,$5.65 - $10.43,,,,,,,,,,
7901,Truro Golf & Country Club,86 Golf St,Truro,NS,B2N 5C7,,CANADA,,902,,,,EST+1,U,45.3657,45.3659729,-63.2667,-63.296138,(902) 893-2508,Y,Y,18,Semi-private,1903,,Apr 15 to Oct 31,Open,No tank tops or cutoffs,$20.00 - $40.00,,,,https://www.golfpass.com/travel-advisor/xgo/27078,,,,,,
7903,Dundee Resort & Golf Club,2050 Dundee Rd,"Richmond, Subd. A",NS,B0E 3K0,,CANADA,,902,,,,EST+1,U,46.3012,45.7013918,-60.9059,-61.1185181,(902) 345-0420,Y,Y,18,Resort,1981,,May 1 to Oct 31 (closed on Mondays),Open,"Collared shirt, no cutoffs, denim OK",$24 - $45,,,,https://www.golfpass.com/travel-advisor/xgo/27084,,,,,,
7904,West Pubnico Golf & Country Club,Greenwood Rd,Argyle,NS,B0W 3S0,,CANADA,,902,,,,EST+1,U,43.6658,43.7178276,-65.8004,-65.7860586,(902) 762-2007,Y,Y,18,Semi-private,1966,,Mar 15 to Oct 31,Open,No tank tops or cutoffs,$14.00 - $28.00,,,,https://www.golfpass.com/travel-advisor/xgo/27086,,,,,,
7905,Grandview Golf & Country Club,431 Crane Hill Rd,Westphall,NS,B2Z 1M2,,CANADA,,902,,,,EST+1,U,44.7188,44.7137,-63.5181,-63.4472,(902) 435-3278,Y,Y,18,Semi-private,1988,Geoffrey Cornish & Bill Robinson,Apr 21 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$30.00 - $46.00,$20 wknd,365 days,,https://www.golfpass.com/travel-advisor/xgo/27087,,,,,,
7909,Belvedere Golf Club,1 Greensview Dr,Charlottetown,PE,C1A 6C3,,CANADA,,902,,,,EST+1,U,46.2379,46.260348,-63.1282,-63.1129288,(902) 566-5542,Y,Y,18,Semi-private,1902,,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$75 ,$81 wknd,180 days,,https://www.golfpass.com/travel-advisor/xgo/7449,,,,,,
7911,Clyde River Golf Club,Prince Edward Island 247,Clyde River,PE,C0A 1H0,,CANADA,,902,,,,EST+1,U,46.2079,46.2347922,-62.8216,-63.2614999,(902) 675-2585,Y,Y,18,Private,1990,,Apr 1 to Oct 31,Reciprocal,No tank tops or cutoffs,$18 - $28,,,"Clyde River Golf Club offers three different nines that run alongside the Clyde and West Rivers, just 10 minutes west of Charlottetown. The courses play across lush, rolling countryside covered with centuries-old hemlocks that is home to a variety of wildlife including foxes, owls, ospreys, and bald eagles. From nearly every hole, golfers can enjoy stunning views. The golf courses also share seven water hazards and over 50 strategically placed bunkers. The MacEachern Nine features challenging mounding and dunes along the fairways as well as the occasional elevated green.",http://clyderivergolf.ca,,,,,,
7915,Glasgow Hills Resort & Golf Club,New Glasgow,Hunter River,PE,C0A 1N0,,CANADA,,902,,,,EST+1,U,46.2079,46.3779692,-62.8216,-63.3013039,(866) 621-2200,Y,Y,18,Resort,0,Les Furber,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$70.00 - $70.00,,,"Glasgow Hills Resort & Golf Club is a Les Furber design that has set a new standard in golf on Prince Edward Island. It's a beautiful course sculpted from the hills of New Glasgow and has sensational views of the River Clyde and the Gulf of St. Lawrence.Your visit would not be complete without stopping by the clubhouse; the fully stocked pro shop will provide plenty of choices for both golfers and non-golfers alike. Don’t forget to stop by Piper’s Restaurant and check out the full service menu, where you can either relax inside or outside on the large deck. Both will provide breathtaking views that you will not soon forget.",http://www.glasgowhills.com,,,,,,
7918,"Links At Crowbush Cove, The",Rte #350 in Lakeside,Morell,PE,C0A 1S0,,CANADA,,902,,,,EST+1,U,46.2079,46.416162,-62.8216,-62.705842,(902) 961-7300,Y,Y,18,Resort,1993,Thomas McBroom,May 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$80.00 - $80.00,,,"The Scottish tradition has found a world-class home at The Links At Crowbush Cove. Golf architect Thomas McBroom has artfully woven a spectacular course design around the seaside dunes of Prince Edward Island's north shore, incorporating panoramic views and plenty of challenge. The highly acclaimed course incorporates nine water holes, eight dunes holes and greens built to U.S.G.A. specs - just some of the reasons The Links at Crowbush Cove has earned a five-star rating from Golf Digest and has been chosen to host major tournaments such as the Export-A Skins Game.",http://peisfinestgolf.com/crowbush,,,,,,
7920,Mill River Provincial Course at Rodd Mill River Resort,Village of Woodstock,OLeary,PE,C0B 1V0,,CANADA,,902,,,,EST+1,U,46.7287,46.7136194,-64.234,-64.1874941,(902) 859-3555,Y,Y,18,Resort,1971,,May 7 to Oct 24,Open,"No denim, collared shirt and bermuda shorts required",$41.00 - $41.00,,,,,,,,,,
7922,Rollo Bay Greens,Hwy 2,Souris,PE,C0A 2B0,,CANADA,,902,,,,EST+1,U,46.2079,46.3934285,-62.8216,-62.2321916,(902) 687-1586,Y,Y,9,Semi-private,1996,,Apr 21 to Oct 31,Open,No tank tops or cutoffs,$15.00 - $22.00,,,"The hills roll gently to the shores of the Bay, the site of Rollo Bay Greens - a 9-hole charmer has a way of fitting into most vacation schedules with its manicured and pampered layout. The course was purposely designed to provide a pleasant experience for low and higher handicap players.Located 45 minutes east of Charlottetown, Rollo Bay Greens extends an invitation for all who like to make golf at least a small part of their summer.",https://www.golfpass.com/travel-advisor/xgo/28043,,,,,,
7923,Rustico Resort Golf & Country Club,Prince Edward Island 242,Lot 24,PE,C0A 1X0,,CANADA,,902,,,,EST+1,U,46.2079,46.4203967,-62.8216,-63.2696565,(902) 963-2357,U,U,18,Resort,0,,,Open,,,,,"Rustico Resort Golf & Country Club sprawls across 120 acres of lush parkland inhabited by a variety of wildlife including bald eagles, osprey, and great blue herons. This 18-hole golf course provides a scenic walk as well as a challenging round. From every hole golfers can enjoy a spectacular view of Rustico Bay in addition to verdant garden surroundings. The golf course is family owned and operated and it is popular among locals for its unique green fee, which allows golfers to play all day. Visitors can also enjoy complimentary green fees as guests of Rustico Resort. It is an excellent value for both use of the course and the expansive driving range.",https://www.golfpass.com/travel-advisor/xgo/28044,,,,,,
7926,Summerside Golf Club,Linkletter Rd,Linkletter,PE,C1N 4A1,,CANADA,,902,,,,EST+1,U,46.3977,46.4080058,-63.7896,-63.8316564,(902) 436-2505,N,Y,18,Semi-private,1927,,Apr 14 to Oct 31,Open,No tank tops or cutoffs,$19.00 - $37.00,,,,,,,,,,
7928,Mountainview Golf Course,Skookum Dr,Whitehorse,YT,Y1A 6J9,,CANADA,,867,,,,PST,U,60.7189,60.7759207,-135.0634,-135.090772,(867) 633-6020,N,Y,18,Semi-private,1986,,May 1 to Sep 30,Open,No tank tops or cutoffs,$21.00 - $30.00,,,,https://www.golfpass.com/travel-advisor/xgo/1672,,,,,,
7932,Katepwa Beach Golf Club,Hwy 56,Balcarres,SK,S0G 0C0,,CANADA,,306,,,,CST,U,50.8006,50.801566,-103.5504,-103.539925,(306) 332-2582,Y,Y,9,Semi-private,1996,Greg Murphy,May 1 to Oct 30,Open,No dress code,$17.00 - $23.00,,,,https://www.golfpass.com/travel-advisor/xgo/28461,,,,,,
7934,North Battleford Golf & Country Club,1 Riverside Dr,North Battleford,SK,S9A 2Y3,,CANADA,,306,,,,CST,U,52.7814,52.7754948,-108.2898,-108.2987814,(306) 937-5656,N,Y,18,Semi-private,1970,Ray Buffel,May 1 to Oct 30,Open,Shirt and shoes required,$17.00 - $26.00,,,,https://www.golfpass.com/travel-advisor/xgo/28503,,,,,,
7938,Broadview Golf Club,Beryl St,Broadview,SK,S0G 0K0,,CANADA,,306,,,,CST,U,50.333,50.3735561,-102.4992,-102.5790564,(306) 696-2533,N,Y,9,Semi-private,1962,,May 1 to Oct 15,Open,No dress code,$3 ,,,,,,,,,,
7940,Good Spirits Lake Golf & Country Club,9-43 Rural Route #2,Canora,SK,S0A 0L0,,CANADA,,306,,,,CST,U,51.6314,51.633941,-102.435,-102.436944,(306) 792-4600,Y,Y,18,Semi-private,1983,,May 1 to Oct 15,Open,No dress code,$14.00 - $23.00,,,,,,,,,,
7942,White Bear Lake Golf Course,Hwy 9,Carlyle,SK,S0C 0R0,,CANADA,,306,,,,CST,U,49.6257,49.6740609,-102.2675,-102.2845858,(306) 577-4902,N,Y,18,Semi-private,1987,,May 1 to Oct 30,Open,Shirt and shoes required,$16.00 - $28.00,,,,https://www.golfpass.com/travel-advisor/xgo/28433,,,,,,
7948,Coronach Golf Course,101 1 Ave S,Coronach,SK,S0H 0Z0,,CANADA,,306,,,,CST,U,49.1117,49.1078485,-105.517,-105.5194478,(306) 267-3300,N,N,9,Semi-private,0,,May 1 to Oct 30,Open,No dress code,$5 - $7,,,,,,,,,,
7949,Phantom Lake Golf Club,Phantom Lake,Creighton,SK,R8A 1M7,,CANADA,,204,,,,CST,U,54.7708,,-101.8585,,(306) 688-5555,N,Y,9,Semi-private,1967,,May 1 to Oct 31,Open,No tank tops or cutoffs,$12.00 - $16.00,,,,https://www.golfpass.com/travel-advisor/xgo/26836,,,,,,
7951,Deer Valley Golf & Estates,10 Deer Valley Rd,Deer Valley,SK,S2V 1B6,,CANADA,,306,,,,CST,U,50.4378,50.6036198,-104.5177,-104.8869709,(306) 731-1445,Y,Y,18,Semi-private,2001,Harold Pasechnik - Pro Golf Ltd,Apr 1 to Oct 31,Open,"Collared shirt, no cutoffs, denim OK",$21 - $40,,,,,,,,,,
7953,Harbor Golf Club & Resort Inc,Hwy 219,Elbow,SK,S0H 1J0,,CANADA,,306,,,,CST,U,51.1201,51.119417,-106.5972,-106.598545,(306) 854-2300,Y,Y,18,Resort,1988,,Apr 14 to Nov 7,Open,No tank tops or cutoffs,$16.00 - $24.00,,,,,,,,,,
7954,Emerald Park Golf Country Club,140-28 Great Plains Rd,Emerald Park,SK,S4L 1B8,,CANADA,,306,,,,CST,U,50.4172,50.4472575,-104.6501,-104.4001585,(306) 791-7466,Y,Y,18,Semi-private,1989,,May 1 to Oct 31,Open,No tank tops or cutoffs,$15 - $26.50,,,,,,,,,,
7957,Woodlawn Golf Club,Hwy 47 S,Estevan,SK,S4A 2A3,,CANADA,,306,,,,CST,U,49.1303,49.1417417,-102.9801,-102.9959921,(306) 634-2017,Y,Y,18,Semi-private,1946,,May 1 to Oct 30,Open,No dress code,$14.00 - $24.00,$21 wknd,7 days,"Woodlawn Golf Club in Adrian is a diverse course where you'll get a little bit of everything, from rolling hills to water and sand. Opened in 1956, the 18-hole course has a traditional layout that is shorter than most modern courses. Despite the relatively short length, there are plenty of challenges in store on this golf course. The greens are severely sloped and they play lightning fast. More often than not, you'll find that they're flanked by strategically placed bunkers as well. There are also water hazards that come into play on several holes. The golf course appeals to a wide range of skill levels since it's not overly punishing for high handicappers and there are risk-reward opportunities for more advanced players. Woodlawn Golf Club is one of the area's most affordable and there's also a college and high school discount.",https://www.golfpass.com/travel-advisor/xgo/7333,,,,,,
7960,Echo Ridge Golf Course,Boundary Ave,Fort Qu'Appelle,SK,S0G 1S0,,CANADA,,306,,,,CST,U,50.9324,50.7679601,-103.1497,-103.7946271,(306) 332-4653,N,Y,9,Semi-private,1920,,Apr 15 to Oct 15,Open,Shirt and shoes required,$13 - $21,,,,https://www.golfpass.com/travel-advisor/xgo/28460,,,,,,
7964,Humboldt Golf Club,1300 1 Ave,Humboldt,SK,S0K 2A0,,CANADA,,306,,,,CST,U,52.1928,52.1923026,-105.1302,-105.1252803,(306) 682-2833,Y,Y,9,Semi-private,1940,,May 1 to Oct 30,Open,Shirt and shoes required,$12.00 - $20.00,,,,https://www.golfpass.com/travel-advisor/xgo/28470,,,,,,
